Sales_Person,Country,Product,Total_Revenue,Total_Boxes,Total_Transactions,Revenue_Per_Box,Revenue_Per_Transaction
Beverie Moffet,Australia,Milk Bars,735,390,1,1.8846153846153846,735.0
Oby Sorrel,Australia,50% Dark Bites,721,151,1,4.774834437086093,721.0
Curtice Advani,Canada,Eclairs,721,203,1,3.5517241379310347,721.0
Jan Morforth,UK,Baker's Choco Chips,721,251,1,2.8725099601593627,721.0
Beverie Moffet,Australia,50% Dark Bites,700,457,1,1.5317286652078774,700.0
Gigi Bohling,New Zealand,Smooth Sliky Salty,700,97,1,7.216494845360825,700.0
Marney O'Breen,USA,Peanut Butter Cubes,693,350,1,1.98,693.0
Kelci Walkden,Australia,Raspberry Choco,679,56,1,12.125,679.0
Rafaelita Blaksland,New Zealand,70% Dark Bites,679,280,1,2.425,679.0
Brien Boise,USA,Raspberry Choco,672,194,1,3.463917525773196,672.0
Kelci Walkden,New Zealand,Spicy Special Slims,658,65,1,10.123076923076923,658.0
Dennison Crosswaite,USA,70% Dark Bites,658,77,1,8.545454545454545,658.0
Karlen McCaffrey,Canada,Raspberry Choco,651,224,1,2.90625,651.0
Van Tuxwell,Australia,50% Dark Bites,644,137,1,4.700729927007299,644.0
Camilla Castle,Australia,Manuka Honey Choco,637,169,1,3.769230769230769,637.0
Brien Boise,New Zealand,Organic Choco Syrup,637,313,1,2.0351437699680512,637.0
Gunar Cockshoot,New Zealand,Raspberry Choco,630,52,1,12.115384615384615,630.0
Van Tuxwell,USA,After Nines,630,264,1,2.3863636363636362,630.0
Wilone O'Kielt,Australia,Drinking Coco,623,283,1,2.2014134275618376,623.0
Roddy Speechley,Canada,Milk Bars,609,32,1,19.03125,609.0
Gunar Cockshoot,Australia,Raspberry Choco,602,72,1,8.36111111111111,602.0
Mallorie Waber,India,50% Dark Bites,588,139,1,4.23021582733813,588.0
Barr Faughny,UK,50% Dark Bites,581,65,1,8.938461538461539,581.0
Ches Bonnell,Canada,Organic Choco Syrup,574,217,1,2.6451612903225805,574.0
Gigi Bohling,Australia,Orange Choco,574,156,1,3.6794871794871793,574.0
Dennison Crosswaite,UK,Smooth Sliky Salty,546,142,1,3.8450704225352115,546.0
Curtice Advani,Australia,50% Dark Bites,504,232,1,2.1724137931034484,504.0
Wilone O'Kielt,USA,Smooth Sliky Salty,504,87,1,5.793103448275862,504.0
Husein Augar,New Zealand,Caramel Stuffed Bars,497,475,1,1.0463157894736843,497.0
Ches Bonnell,New Zealand,Eclairs,490,49,1,10.0,490.0
Kaine Padly,USA,85% Dark Bars,483,259,1,1.864864864864865,483.0
Rafaelita Blaksland,Canada,Fruit & Nut Bars,483,185,1,2.610810810810811,483.0
Mallorie Waber,New Zealand,After Nines,483,228,1,2.1184210526315788,483.0
Kelci Walkden,India,Caramel Stuffed Bars,476,125,1,3.808,476.0
Gigi Bohling,USA,Milk Bars,476,133,1,3.5789473684210527,476.0
Camilla Castle,India,Drinking Coco,469,163,1,2.8773006134969323,469.0
Ches Bonnell,India,99% Dark & Pure,455,96,1,4.739583333333333,455.0
Dennison Crosswaite,Canada,Eclairs,455,45,1,10.11111111111111,455.0
Curtice Advani,UK,Drinking Coco,455,174,1,2.6149425287356323,455.0
Beverie Moffet,India,70% Dark Bites,448,146,1,3.0684931506849313,448.0
Jehu Rudeforth,Canada,Drinking Coco,441,24,1,18.375,441.0
Van Tuxwell,Canada,White Choc,420,3,1,140.0,420.0
Wilone O'Kielt,USA,After Nines,392,30,1,13.066666666666666,392.0
Wilone O'Kielt,Australia,Fruit & Nut Bars,392,102,1,3.843137254901961,392.0
Barr Faughny,USA,Almond Choco,385,78,1,4.935897435897436,385.0
Husein Augar,USA,85% Dark Bars,378,54,1,7.0,378.0
Dennison Crosswaite,New Zealand,Organic Choco Syrup,371,229,1,1.6200873362445414,371.0
Jehu Rudeforth,USA,Orange Choco,364,170,1,2.1411764705882352,364.0
Andria Kimpton,Australia,Baker's Choco Chips,329,109,1,3.018348623853211,329.0
Andria Kimpton,Canada,Eclairs,308,125,1,2.464,308.0
Brien Boise,Australia,Peanut Butter Cubes,301,205,1,1.4682926829268292,301.0
Andria Kimpton,India,Orange Choco,301,421,1,0.7149643705463183,301.0
Wilone O'Kielt,UK,Milk Bars,301,65,1,4.630769230769231,301.0
Gigi Bohling,USA,Peanut Butter Cubes,280,75,1,3.7333333333333334,280.0
Dotty Strutley,Australia,Fruit & Nut Bars,280,311,1,0.9003215434083601,280.0
Dotty Strutley,USA,Manuka Honey Choco,273,210,1,1.3,273.0
Marney O'Breen,Australia,Organic Choco Syrup,273,174,1,1.5689655172413792,273.0
Curtice Advani,India,85% Dark Bars,273,402,1,0.6791044776119403,273.0
Dotty Strutley,Canada,After Nines,252,237,1,1.0632911392405062,252.0
Marney O'Breen,UK,Baker's Choco Chips,252,154,1,1.6363636363636365,252.0
Karlen McCaffrey,Australia,70% Dark Bites,238,317,1,0.750788643533123,238.0
Karlen McCaffrey,Canada,Fruit & Nut Bars,210,16,1,13.125,210.0
Camilla Castle,India,99% Dark & Pure,203,207,1,0.9806763285024155,203.0
Karlen McCaffrey,New Zealand,Drinking Coco,168,156,1,1.0769230769230769,168.0
Karlen McCaffrey,India,Fruit & Nut Bars,168,321,1,0.5233644859813084,168.0
Madelene Upcott,UK,Caramel Stuffed Bars,161,145,1,1.110344827586207,161.0
Curtice Advani,India,Spicy Special Slims,161,134,1,1.2014925373134329,161.0
Kelci Walkden,New Zealand,After Nines,147,72,1,2.0416666666666665,147.0
Karlen McCaffrey,New Zealand,70% Dark Bites,126,40,1,3.15,126.0
Karlen McCaffrey,USA,Drinking Coco,112,223,1,0.5022421524663677,112.0
Van Tuxwell,Australia,99% Dark & Pure,112,128,1,0.875,112.0
Brien Boise,UK,Almond Choco,105,125,1,0.84,105.0
Dotty Strutley,Australia,Drinking Coco,91,135,1,0.674074074074074,91.0
Jan Morforth,India,Caramel Stuffed Bars,84,153,1,0.5490196078431373,84.0
Kelci Walkden,USA,Spicy Special Slims,77,69,1,1.1159420289855073,77.0
Kaine Padly,USA,50% Dark Bites,70,27,1,2.5925925925925926,70.0
Brien Boise,UK,Manuka Honey Choco,70,103,1,0.6796116504854369,70.0
Curtice Advani,Australia,After Nines,63,105,1,0.6,63.0
Brien Boise,New Zealand,Mint Chip Choco,63,181,1,0.34806629834254144,63.0
Beverie Moffet,New Zealand,Spicy Special Slims,63,60,1,1.05,63.0
Roddy Speechley,New Zealand,Orange Choco,49,97,1,0.5051546391752577,49.0
Oby Sorrel,India,Choco Coated Almonds,49,363,1,0.1349862258953168,49.0
Jehu Rudeforth,India,Peanut Butter Cubes,28,446,1,0.06278026905829596,28.0
Kaine Padly,New Zealand,Smooth Sliky Salty,7,518,1,0.013513513513513514,7.0
Gunar Cockshoot,UK,99% Dark & Pure,7,84,1,0.08333333333333333,7.0
